id,remote_id,created_at,modified_at,name,is_supplier,is_customer,email_address,tax_number,status,currency,company,addresses,phone_numbers,remote_was_deleted
2d0fae8a-af74-494d-9841-4d5bb35e434f,CONT-3D02C151,2026-03-04T02:07:43.348914Z,2026-03-04T02:07:43.348916Z,Amazon Web Services,True,False,billing@aws.amazon.com,,ACTIVE,USD,5880fa9d-d0bc-4739-b343-6bfcefcc67c2,"[{""type"": ""BILLING"", ""street_1"": ""250 Broadway"", ""street_2"": null, ""city"": ""San Francisco"", ""state"": ""CA"", ""country"": ""US"", ""zip_code"": ""94105"", ""created_at"": ""2026-03-04T02:07:43.348870Z"", ""modified_at"": ""2026-03-04T02:07:43.348872Z""}]","[{""number"": ""+1-959-381-5012"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-04T02:07:43.348884Z"", ""modified_at"": ""2026-03-04T02:07:43.348886Z""}]",False
c4d3fe0a-9b7b-4403-ba6e-45e5aa327e7f,CONT-C96B044A,2026-03-04T02:07:43.348996Z,2026-03-04T02:07:43.348998Z,Google Cloud Platform,True,False,billing@cloud.google.com,,ACTIVE,USD,5880fa9d-d0bc-4739-b343-6bfcefcc67c2,"[{""type"": ""BILLING"", ""street_1"": ""1200 Innovation Way"", ""street_2"": null, ""city"": ""Austin"", ""state"": ""TX"", ""country"": ""US"", ""zip_code"": ""78701"", ""created_at"": ""2026-03-04T02:07:43.348926Z"", ""modified_at"": ""2026-03-04T02:07:43.348927Z""}]","[{""number"": ""+1-954-204-9935"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-04T02:07:43.348960Z"", ""modified_at"": ""2026-03-04T02:07:43.348963Z""}]",False
654f27ef-9270-41fe-b305-16a514e005b9,CONT-425EDED1,2026-03-04T02:07:43.349040Z,2026-03-04T02:07:43.349042Z,WeWork,True,False,accounts@wework.com,,ACTIVE,USD,5880fa9d-d0bc-4739-b343-6bfcefcc67c2,"[{""type"": ""BILLING"", ""street_1"": ""250 Broadway"", ""street_2"": null, ""city"": ""Chicago"", ""state"": ""IL"", ""country"": ""US"", ""zip_code"": ""60601"", ""created_at"": ""2026-03-04T02:07:43.349006Z"", ""modified_at"": ""2026-03-04T02:07:43.349007Z""}]","[{""number"": ""+1-232-130-2535"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-04T02:07:43.349013Z"", ""modified_at"": ""2026-03-04T02:07:43.349014Z""}]",False
b14add94-2cd0-4944-bb03-dd9b81e607c3,CONT-F2E1A6D4,2026-03-04T02:07:43.349080Z,2026-03-04T02:07:43.349082Z,Gusto Payroll,True,False,billing@gusto.com,,ACTIVE,USD,5880fa9d-d0bc-4739-b343-6bfcefcc67c2,"[{""type"": ""BILLING"", ""street_1"": ""1200 Innovation Way"", ""street_2"": null, ""city"": ""Seattle"", ""state"": ""WA"", ""country"": ""US"", ""zip_code"": ""98101"", ""created_at"": ""2026-03-04T02:07:43.349048Z"", ""modified_at"": ""2026-03-04T02:07:43.349049Z""}]","[{""number"": ""+1-717-716-1434"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-04T02:07:43.349054Z"", ""modified_at"": ""2026-03-04T02:07:43.349055Z""}]",False
2a8ef022-8a30-48ba-b547-685b67a99640,CONT-89E89D51,2026-03-04T02:07:43.349125Z,2026-03-04T02:07:43.349127Z,HubSpot Inc,True,False,billing@hubspot.com,,ACTIVE,USD,5880fa9d-d0bc-4739-b343-6bfcefcc67c2,"[{""type"": ""BILLING"", ""street_1"": ""15 Harbor View"", ""street_2"": null, ""city"": ""Seattle"", ""state"": ""WA"", ""country"": ""US"", ""zip_code"": ""98101"", ""created_at"": ""2026-03-04T02:07:43.349087Z"", ""modified_at"": ""2026-03-04T02:07:43.349091Z""}]","[{""number"": ""+1-933-765-9928"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-04T02:07:43.349095Z"", ""modified_at"": ""2026-03-04T02:07:43.349097Z""}]",False
f9b54be5-6705-4ee6-bfaf-a9b595e9c0b7,CONT-244DEF01,2026-03-04T02:07:43.349164Z,2026-03-04T02:07:43.349165Z,Slack Technologies,True,False,billing@slack.com,,ACTIVE,USD,5880fa9d-d0bc-4739-b343-6bfcefcc67c2,"[{""type"": ""BILLING"", ""street_1"": ""88 Silicon Ct"", ""street_2"": null, ""city"": ""Seattle"", ""state"": ""WA"", ""country"": ""US"", ""zip_code"": ""98101"", ""created_at"": ""2026-03-04T02:07:43.349132Z"", ""modified_at"": ""2026-03-04T02:07:43.349133Z""}]","[{""number"": ""+1-659-703-5557"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-04T02:07:43.349138Z"", ""modified_at"": ""2026-03-04T02:07:43.349139Z""}]",False
b91b9509-b353-49d3-a2af-ba67e9937fe9,CONT-26A93641,2026-03-04T02:07:43.349201Z,2026-03-04T02:07:43.349202Z,GitHub Inc,True,False,billing@github.com,,ACTIVE,USD,5880fa9d-d0bc-4739-b343-6bfcefcc67c2,"[{""type"": ""BILLING"", ""street_1"": ""100 Market St"", ""street_2"": null, ""city"": ""Austin"", ""state"": ""TX"", ""country"": ""US"", ""zip_code"": ""78701"", ""created_at"": ""2026-03-04T02:07:43.349170Z"", ""modified_at"": ""2026-03-04T02:07:43.349172Z""}]","[{""number"": ""+1-914-532-6574"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-04T02:07:43.349176Z"", ""modified_at"": ""2026-03-04T02:07:43.349177Z""}]",False
0dd784e1-db34-4d00-8b47-674e3a8b936e,CONT-35FDC9AE,2026-03-04T02:07:43.349238Z,2026-03-04T02:07:43.349240Z,Adobe Systems,True,False,billing@adobe.com,,ACTIVE,USD,5880fa9d-d0bc-4739-b343-6bfcefcc67c2,"[{""type"": ""BILLING"", ""street_1"": ""75 Startup Blvd"", ""street_2"": null, ""city"": ""Austin"", ""state"": ""TX"", ""country"": ""US"", ""zip_code"": ""78701"", ""created_at"": ""2026-03-04T02:07:43.349207Z"", ""modified_at"": ""2026-03-04T02:07:43.349208Z""}]","[{""number"": ""+1-420-881-6514"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-04T02:07:43.349212Z"", ""modified_at"": ""2026-03-04T02:07:43.349214Z""}]",False
2d8b28d0-44cb-4158-8a3c-1546b4f87fe6,CONT-BFEE7AC3,2026-03-04T02:07:43.349276Z,2026-03-04T02:07:43.349277Z,Figma Inc,True,False,billing@figma.com,,ACTIVE,USD,5880fa9d-d0bc-4739-b343-6bfcefcc67c2,"[{""type"": ""BILLING"", ""street_1"": ""250 Broadway"", ""street_2"": null, ""city"": ""New York"", ""state"": ""NY"", ""country"": ""US"", ""zip_code"": ""10013"", ""created_at"": ""2026-03-04T02:07:43.349244Z"", ""modified_at"": ""2026-03-04T02:07:43.349246Z""}]","[{""number"": ""+1-589-199-6881"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-04T02:07:43.349250Z"", ""modified_at"": ""2026-03-04T02:07:43.349252Z""}]",False
065bac99-7a9a-4ee5-b25e-22bd77ef8c69,CONT-C117FBF1,2026-03-04T02:07:43.349313Z,2026-03-04T02:07:43.349314Z,Mitchell & Associates LLP,True,False,ar@mitchelllaw.com,,ACTIVE,USD,5880fa9d-d0bc-4739-b343-6bfcefcc67c2,"[{""type"": ""BILLING"", ""street_1"": ""300 Enterprise Ave"", ""street_2"": null, ""city"": ""Denver"", ""state"": ""CO"", ""country"": ""US"", ""zip_code"": ""80202"", ""created_at"": ""2026-03-04T02:07:43.349282Z"", ""modified_at"": ""2026-03-04T02:07:43.349283Z""}]","[{""number"": ""+1-244-847-8527"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-04T02:07:43.349287Z"", ""modified_at"": ""2026-03-04T02:07:43.349289Z""}]",False
